voter_id,precinct,party,age,gender,ethnicity,mail_ballot_status,vote_history_2016,vote_history_2018,vote_history_2020,vote_history_2022,vote_history_2024
CA10000417,0720012,D,79,M,H,Y,N,N,N,Y,N
CA10000418,0200117,D,25,F,W,N,N,N,Y,N,N
CA10000419,0100134,D,66,M,W,N,N,Y,N,Y,N
CA10000420,0720020,D,82,M,W,Y,Y,N,N,N,N
CA10000421,0720017,D,73,F,W,Y,Y,Y,Y,Y,Y
CA10000422,0710050,R,27,M,W,Y,N,Y,Y,Y,Y
CA10000423,0725003,D,57,M,W,Y,N,N,N,N,N
CA10000424,0200136,D,28,M,W,Y,N,N,N,Y,N
CA10000425,0720020,N,20,M,H,Y,Y,Y,Y,Y,N
CA10000426,0725004,D,66,F,H,Y,Y,Y,Y,Y,Y
CA10000427,0100134,D,67,F,H,N,N,Y,N,N,N
CA10000428,0720024,D,30,F,W,Y,Y,Y,N,N,N
CA10000429,0720025,N,60,F,H,Y,Y,Y,Y,N,N
CA10000430,0200029,D,50,F,A,Y,Y,N,N,N,N
CA10000431,0200117,D,66,F,H,Y,N,N,N,N,N
CA10000432,0720020,D,34,M,W,Y,N,N,Y,N,N
CA10000433,0725011,R,38,M,W,N,Y,N,N,N,N
CA10000434,0720018,N,56,M,B,N,N,N,N,Y,N
CA10000435,0725001,D,52,F,H,N,Y,Y,Y,N,Y
CA10000436,0720022,D,65,M,W,N,Y,Y,Y,N,N
CA10000437,0710049,D,43,F,W,Y,N,N,N,N,N
CA10000438,0720017,D,23,F,H,Y,N,N,N,N,N
CA10000439,0100267,D,31,F,H,Y,N,Y,Y,Y,Y
CA10000440,0725002,D,42,M,W,Y,N,Y,Y,N,Y
CA10000441,0200136,N,75,M,W,Y,Y,N,Y,Y,Y
CA10000442,0720021,D,43,F,W,Y,N,N,Y,N,Y
CA10000443,0725002,N,28,F,W,N,N,N,N,N,N
CA10000444,0720028,D,37,M,W,Y,Y,N,N,N,N
CA10000445,0200130,R,18,F,W,Y,N,N,Y,N,Y
CA10000446,0720022,N,70,M,H,Y,N,Y,Y,Y,Y
CA10000447,0200029,D,62,M,A,Y,N,Y,N,Y,Y
CA10000448,0725005,N,40,U,H,N,Y,N,Y,N,N
CA10000449,0725015,D,26,M,W,Y,Y,N,N,N,N
CA10000450,0725008,D,85,U,W,Y,N,N,Y,N,Y
CA10000451,0725001,N,34,F,W,Y,N,N,N,N,N
CA10000452,0200122,D,77,F,W,Y,N,N,N,N,N
CA10000453,0100134,D,43,F,W,Y,Y,Y,Y,Y,Y
CA10000454,0720028,D,21,F,W,Y,N,N,N,Y,Y
CA10000455,0720021,D,60,F,H,Y,Y,N,N,N,N
CA10000456,0720028,D,60,F,A,N,N,Y,Y,N,N
CA10000457,0720028,D,67,M,W,N,N,N,N,N,Y
CA10000458,0720015,N,56,M,W,Y,Y,Y,N,Y,Y
CA10000459,0720024,R,42,M,W,Y,N,N,N,Y,N
CA10000460,0200130,R,22,F,H,Y,Y,N,N,N,Y
CA10000461,0100267,D,84,F,H,Y,Y,Y,Y,Y,Y
CA10000462,0725011,N,33,M,W,Y,N,Y,Y,Y,Y
CA10000463,0725007,D,54,F,W,Y,N,N,Y,Y,N
CA10000464,0720016,D,29,M,W,N,N,N,N,N,Y
CA10000465,0725007,D,28,U,H,Y,Y,N,N,Y,Y
CA10000466,0725007,D,77,F,B,Y,N,Y,Y,Y,N
CA10000467,0720012,N,80,M,W,Y,Y,Y,N,N,Y
CA10000468,0725014,D,31,M,H,N,N,N,N,N,N
CA10000469,0720016,D,61,M,H,Y,N,N,Y,N,Y
CA10000470,0725009,D,80,M,W,Y,Y,Y,Y,Y,N
CA10000471,0720030,D,66,M,H,N,Y,Y,Y,Y,Y
CA10000472,0725004,R,75,F,W,Y,Y,N,Y,N,N
CA10000473,0720019,D,62,U,W,N,N,N,N,Y,N
CA10000474,0100134,D,63,M,W,Y,Y,Y,Y,Y,Y
CA10000475,0250052,D,40,F,W,Y,N,N,Y,N,N
CA10000476,0200048,D,20,M,A,N,N,Y,Y,N,N
CA10000477,0725006,D,72,F,W,Y,N,Y,Y,Y,Y
CA10000478,0725008,R,82,M,B,N,Y,Y,Y,Y,N
CA10000479,0200117,R,85,U,O,Y,N,Y,N,Y,N
CA10000480,0725004,D,57,F,A,Y,Y,Y,N,N,Y
CA10000481,0725013,N,55,M,H,Y,Y,N,Y,N,N
CA10000482,0725004,N,21,M,W,Y,N,Y,Y,Y,N
CA10000483,0200122,D,40,F,H,Y,Y,Y,N,Y,Y
CA10000484,0100267,N,28,U,W,Y,N,N,N,N,N
CA10000485,0200142,R,62,M,W,N,Y,N,N,N,N
CA10000486,0710049,N,67,F,W,Y,Y,N,N,N,N
CA10000487,0100267,D,63,U,W,Y,N,N,N,Y,N
CA10000488,0725011,D,48,F,W,N,Y,Y,Y,Y,Y
CA10000489,0100134,N,30,F,H,Y,N,Y,Y,N,Y
CA10000490,0725015,R,33,F,W,N,Y,N,N,N,N
CA10000491,0725006,R,50,M,H,N,Y,N,Y,Y,Y
CA10000492,0710051,R,27,M,W,N,N,Y,N,Y,Y
CA10000493,0250047,D,68,M,W,Y,Y,Y,Y,N,Y
CA10000494,0200048,D,50,F,W,Y,N,Y,Y,Y,Y
CA10000495,0720017,D,18,F,B,Y,Y,N,N,N,N
CA10000496,0725006,D,79,M,W,Y,N,N,Y,N,N
CA10000497,0725016,N,28,F,H,Y,Y,Y,N,Y,Y
CA10000498,0200121,D,63,F,A,Y,Y,Y,Y,N,Y
CA10000499,0725012,D,57,F,B,Y,N,Y,N,N,N
CA10000500,0250052,D,84,F,H,Y,Y,N,N,Y,Y
CA10000501,0720022,D,23,M,H,N,Y,N,Y,Y,Y
CA10000502,0200048,D,31,M,W,Y,Y,Y,Y,N,N
CA10000503,0200122,D,35,M,B,Y,Y,Y,Y,Y,Y
CA10000504,0720015,D,39,M,B,Y,Y,Y,Y,Y,Y
CA10000505,0100134,D,40,F,H,Y,Y,N,N,Y,Y
CA10000506,0710052,D,75,M,B,N,Y,Y,Y,N,N
CA10000507,0720014,N,18,F,W,Y,N,N,N,N,N
CA10000508,0725002,D,44,M,W,Y,N,N,N,N,N
CA10000509,0725003,N,54,M,W,Y,N,Y,Y,Y,N
CA10000510,0100250,N,83,M,A,N,N,N,N,N,N
CA10000511,0720012,R,30,M,W,Y,N,Y,Y,Y,Y
CA10000512,0725001,N,40,M,W,Y,N,N,N,Y,N
CA10000513,0200130,D,77,F,W,Y,N,N,N,N,N
CA10000514,0720027,D,47,M,A,Y,N,N,N,Y,N
CA10000515,0710050,R,59,M,W,N,N,N,N,N,Y
CA10000516,0725008,D,82,M,W,Y,N,N,Y,Y,N
CA10000517,0725008,N,45,M,W,Y,Y,Y,Y,N,N
CA10000518,0100250,N,77,F,A,Y,N,Y,Y,N,N
CA10000519,0725006,N,85,M,W,N,N,Y,Y,Y,Y
CA10000520,0725009,D,83,F,H,Y,Y,N,N,N,N
CA10000521,0200048,D,44,M,W,N,N,N,N,N,N
CA10000522,0725010,R,59,M,W,Y,Y,Y,Y,Y,N
CA10000523,0725007,D,55,F,W,Y,N,N,N,Y,N
CA10000524,0720017,R,54,U,W,Y,Y,Y,Y,Y,N
CA10000525,0720018,D,34,F,W,Y,Y,N,Y,N,N
CA10000526,0720013,N,61,F,H,N,N,N,N,Y,N
CA10000527,0720011,R,51,M,W,Y,Y,Y,Y,N,Y
CA10000528,0720026,N,41,U,H,Y,N,Y,Y,Y,Y
CA10000529,0710051,N,41,M,H,Y,N,Y,Y,N,N
CA10000530,0100250,N,81,F,B,Y,N,N,N,N,N
CA10000531,0710053,D,36,F,H,Y,N,Y,N,Y,N
CA10000532,0100250,N,46,M,W,Y,Y,Y,Y,N,Y
CA10000533,0720026,D,75,F,B,Y,N,N,N,N,Y
CA10000534,0720017,R,72,M,W,Y,Y,N,N,Y,Y
CA10000535,0720018,D,74,M,H,Y,N,N,Y,N,Y
CA10000536,0720022,D,85,U,W,Y,N,Y,N,N,N
CA10000537,0725007,D,35,M,H,Y,Y,Y,Y,Y,Y
CA10000538,0710049,D,18,M,W,N,N,Y,N,Y,Y
CA10000539,0725003,R,21,M,W,Y,Y,N,N,N,N
CA10000540,0720022,D,33,M,H,Y,Y,Y,Y,Y,Y
CA10000541,0200029,N,64,M,A,Y,Y,N,N,N,N
CA10000542,0200121,D,39,F,A,Y,N,N,N,N,Y
CA10000543,0725014,R,19,M,W,N,N,N,N,N,N
CA10000544,0725012,D,85,F,H,Y,N,N,N,Y,Y
CA10000545,0720014,N,64,M,W,Y,N,N,N,N,N
CA10000546,0200130,D,36,F,W,Y,N,Y,Y,Y,Y
CA10000547,0720019,D,43,M,H,N,Y,Y,Y,Y,N
CA10000548,0725012,D,44,F,W,Y,Y,Y,N,Y,N
CA10000549,0725016,D,48,F,W,N,N,N,N,N,N
CA10000550,0100134,D,30,F,B,N,N,N,N,N,Y
CA10000551,0720016,N,45,F,W,Y,N,N,N,N,N
CA10000552,0725008,D,28,M,W,Y,Y,Y,N,Y,Y
CA10000553,0725016,N,42,F,A,Y,N,N,Y,N,N
CA10000554,0720025,D,28,M,W,Y,N,N,N,Y,Y
CA10000555,0250047,D,69,M,H,Y,N,N,N,N,N
CA10000556,0720017,N,78,F,B,Y,N,Y,N,Y,N
CA10000557,0200130,D,30,F,H,Y,Y,Y,N,Y,Y
CA10000558,0725010,D,84,F,H,Y,Y,Y,Y,Y,N
CA10000559,0725010,D,73,F,W,N,N,Y,Y,Y,N
CA10000560,0725007,R,80,M,W,Y,N,N,Y,N,N
CA10000561,0720027,D,38,F,W,Y,N,N,Y,N,Y
CA10000562,0100267,R,64,M,H,Y,N,Y,Y,Y,Y
CA10000563,0725004,R,49,M,W,Y,Y,N,Y,Y,Y
CA10000564,0725004,D,72,F,A,Y,Y,Y,N,Y,Y
CA10000565,0725013,N,30,F,W,Y,N,N,Y,Y,N
CA10000566,0725002,D,27,F,W,Y,Y,N,Y,Y,Y
CA10000567,0725016,D,30,F,W,Y,N,Y,Y,Y,N
CA10000568,0720011,N,58,M,W,N,Y,N,Y,Y,N
CA10000569,0720028,N,45,F,H,N,N,N,N,N,N
CA10000570,0725008,D,25,F,W,N,Y,Y,Y,Y,Y
CA10000571,0200048,D,44,F,W,Y,Y,Y,Y,Y,Y
CA10000572,0725013,D,57,F,W,N,N,Y,Y,Y,Y
CA10000573,0725004,D,40,F,W,Y,N,Y,N,N,N
CA10000574,0720018,N,29,M,H,Y,N,N,N,Y,N
CA10000575,0725011,D,50,F,W,Y,N,Y,N,N,N
CA10000576,0720019,R,36,M,W,Y,Y,N,Y,Y,Y
CA10000577,0720026,N,78,F,B,N,N,N,N,N,Y
CA10000578,0720030,D,24,F,H,Y,Y,Y,N,Y,Y
CA10000579,0710050,D,74,M,A,Y,N,Y,Y,N,Y
CA10000580,0200142,N,58,F,H,Y,Y,N,N,N,Y
CA10000581,0725015,N,72,F,H,Y,N,N,N,N,N
CA10000582,0720021,D,21,F,H,Y,Y,Y,Y,Y,Y
CA10000583,0200122,R,49,F,B,Y,N,N,N,N,N
CA10000584,0725009,R,51,M,W,N,Y,Y,Y,Y,Y
CA10000585,0720028,R,20,F,B,Y,N,N,N,Y,N
CA10000586,0720017,D,72,F,W,N,N,N,Y,N,N
CA10000587,0725014,D,81,M,H,N,N,Y,Y,Y,Y
CA10000588,0720030,R,54,F,W,Y,Y,Y,N,Y,Y
CA10000589,0720029,D,76,M,W,Y,N,N,N,N,N
CA10000590,0200048,D,25,M,B,N,Y,N,N,N,N
CA10000591,0100134,N,82,F,W,Y,Y,N,N,N,Y
CA10000592,0720013,N,34,M,H,Y,Y,Y,N,Y,N
CA10000593,0720015,N,54,F,W,Y,N,N,N,N,N
CA10000594,0200136,D,74,M,W,N,Y,Y,Y,Y,N
CA10000595,0100267,N,63,U,W,Y,Y,N,Y,Y,Y
CA10000596,0725015,R,83,F,W,N,Y,N,Y,N,Y
CA10000597,0710050,D,81,F,A,N,Y,Y,Y,Y,N
CA10000598,0200136,D,28,F,H,Y,N,Y,N,Y,Y
CA10000599,0720020,N,34,M,W,Y,Y,Y,Y,N,Y
CA10000600,0200147,R,69,M,A,Y,Y,Y,Y,Y,Y
CA10000601,0720019,D,57,F,H,Y,Y,Y,Y,Y,Y
CA10000602,0720030,N,29,F,H,Y,Y,Y,Y,Y,Y
CA10000603,0725005,D,37,F,W,N,Y,Y,Y,N,Y
CA10000604,0725005,N,49,F,W,Y,Y,Y,Y,Y,Y
CA10000605,0720028,D,50,M,W,Y,Y,N,N,N,N
CA10000606,0720018,D,56,M,H,Y,N,N,N,N,N
CA10000607,0200117,D,51,F,W,N,Y,Y,Y,Y,N
CA10000608,0725009,D,80,M,H,Y,N,N,N,N,Y
CA10000609,0250047,D,20,F,W,Y,Y,Y,Y,Y,N
CA10000610,0200117,N,77,M,W,Y,N,Y,Y,Y,Y
CA10000611,0710050,R,55,F,H,Y,Y,Y,Y,N,Y
CA10000612,0720030,D,55,M,W,Y,N,N,N,N,Y
CA10000613,0100250,N,58,F,W,Y,N,Y,N,N,Y
CA10000614,0200142,N,42,F,W,Y,N,N,N,N,N
CA10000615,0710053,D,67,U,H,Y,N,N,N,N,N
CA10000616,0725009,D,79,M,W,Y,Y,Y,N,Y,Y
CA10000617,0100250,N,51,M,W,Y,N,Y,Y,N,N
CA10000618,0710049,N,51,U,H,Y,N,N,N,N,N
CA10000619,0200121,D,24,F,W,N,N,Y,Y,N,N
CA10000620,0725014,D,23,F,W,Y,Y,Y,Y,Y,Y
CA10000621,0200121,R,64,M,W,Y,N,N,N,N,N
CA10000622,0720024,R,28,M,H,Y,N,Y,N,N,N
CA10000623,0720019,N,70,F,B,Y,N,N,Y,N,N
CA10000624,0200048,D,61,M,O,Y,Y,Y,Y,Y,N
CA10000625,0725002,D,84,U,W,N,N,N,N,N,N
CA10000626,0720025,D,36,F,W,N,Y,Y,Y,Y,N
CA10000627,0720017,D,43,F,W,Y,Y,N,N,N,N
CA10000628,0720024,D,57,F,H,Y,Y,Y,Y,Y,Y
CA10000629,0720024,D,25,F,W,Y,Y,N,N,Y,N
CA10000630,0720013,R,47,M,W,Y,N,N,N,N,N
CA10000631,0720029,R,64,F,W,Y,Y,Y,Y,Y,Y
CA10000632,0725005,D,69,F,W,Y,Y,Y,Y,Y,N
CA10000633,0720018,D,38,M,W,Y,Y,N,N,Y,N
CA10000634,0725009,R,65,F,W,Y,Y,N,N,N,Y
CA10000635,0720015,N,55,F,H,N,Y,Y,N,N,Y
CA10000636,0720023,D,33,F,W,N,Y,Y,Y,Y,Y
CA10000637,0725015,D,34,F,W,Y,Y,Y,N,Y,N
CA10000638,0720018,N,47,F,W,Y,Y,Y,Y,Y,Y
CA10000639,0725002,D,57,F,W,Y,Y,N,N,Y,N
CA10000640,0720022,D,20,M,B,Y,Y,Y,Y,Y,N
CA10000641,0725013,D,59,M,W,Y,Y,N,N,N,N
CA10000642,0200122,D,39,M,W,Y,N,N,N,Y,N
CA10000643,0725007,D,56,M,W,N,Y,Y,N,Y,Y
CA10000644,0720029,R,81,F,W,Y,N,N,N,Y,Y
CA10000645,0100250,N,30,M,W,N,N,N,Y,N,N
CA10000646,0720015,D,39,F,W,Y,N,Y,Y,Y,N
CA10000647,0200142,D,25,F,W,Y,N,Y,Y,N,N
CA10000648,0100267,R,26,M,W,N,Y,Y,Y,Y,Y
CA10000649,0720012,D,61,F,O,Y,N,N,N,N,N
CA10000650,0725006,R,18,F,W,Y,Y,Y,Y,Y,Y
CA10000651,0725003,D,27,F,A,Y,N,Y,N,N,N
CA10000652,0725015,D,19,M,W,Y,Y,Y,Y,Y,Y
CA10000653,0725014,D,56,F,W,Y,N,Y,N,N,N
CA10000654,0725014,D,68,M,W,Y,Y,Y,N,N,N
CA10000655,0720029,R,26,M,B,N,N,N,N,N,Y
CA10000656,0725005,D,50,F,A,N,Y,Y,Y,N,Y
CA10000657,0720018,N,33,F,W,Y,N,N,Y,Y,Y
CA10000658,0100134,N,42,M,A,Y,N,N,N,N,N
CA10000659,0720013,N,26,F,W,Y,N,N,N,Y,Y
CA10000660,0710050,N,24,F,W,Y,Y,Y,Y,Y,Y
CA10000661,0200029,D,66,M,H,Y,Y,N,Y,Y,Y
CA10000662,0725005,D,24,M,W,Y,Y,Y,Y,Y,Y
CA10000663,0725012,N,30,M,B,Y,N,N,N,Y,N
CA10000664,0725012,D,42,F,W,Y,Y,Y,N,Y,Y
CA10000665,0200130,N,73,F,H,Y,N,N,Y,Y,N
CA10000666,0100134,D,36,M,W,N,N,N,N,N,N
CA10000667,0720013,R,78,F,O,Y,Y,N,N,N,Y
CA10000668,0720021,D,23,F,A,N,N,Y,Y,Y,N
CA10000669,0725013,D,66,M,W,Y,N,Y,Y,Y,N
CA10000670,0720029,D,64,M,W,Y,Y,N,Y,Y,Y
CA10000671,0100250,R,51,F,W,Y,Y,N,Y,N,Y
CA10000672,0725013,N,39,F,O,N,N,N,Y,Y,N
CA10000673,0250047,D,66,F,W,Y,N,N,N,N,N
CA10000674,0200136,N,49,M,H,Y,N,N,N,N,Y
CA10000675,0725004,D,26,M,W,Y,N,N,N,N,N
CA10000676,0720022,D,81,F,W,Y,N,N,Y,N,Y
CA10000677,0250052,N,72,F,W,Y,N,N,Y,Y,N
CA10000678,0720029,D,77,F,W,Y,Y,Y,Y,Y,Y
CA10000679,0710051,D,27,M,W,Y,N,N,N,N,Y
CA10000680,0100267,D,43,M,H,Y,Y,Y,Y,Y,Y
CA10000681,0725016,D,51,M,W,Y,N,N,N,N,N
CA10000682,0720024,D,37,F,W,N,N,N,N,N,N
CA10000683,0720013,D,28,M,W,Y,N,N,N,N,N
CA10000684,0200130,N,19,F,H,Y,Y,Y,N,N,N
CA10000685,0720029,D,22,F,W,N,N,N,N,N,N
CA10000686,0250052,N,26,F,W,Y,Y,Y,N,Y,Y
CA10000687,0100267,D,80,M,W,Y,N,N,N,N,N
CA10000688,0100134,R,59,F,W,N,Y,Y,Y,Y,N
CA10000689,0200130,D,44,M,H,Y,Y,N,Y,Y,N
CA10000690,0250047,D,36,M,H,Y,Y,Y,N,Y,Y
CA10000691,0200117,N,76,M,H,Y,N,N,N,N,N
CA10000692,0720019,N,67,F,W,Y,Y,N,Y,N,Y
CA10000693,0710053,D,26,F,H,Y,Y,N,Y,N,Y
CA10000694,0725011,D,59,M,W,Y,Y,Y,Y,Y,Y
CA10000695,0720017,D,42,M,W,Y,N,Y,Y,Y,Y
CA10000696,0710050,D,74,M,H,Y,N,Y,Y,N,N
CA10000697,0200048,D,19,F,W,N,Y,Y,N,Y,N
CA10000698,0725013,D,31,M,W,Y,Y,Y,Y,N,Y
CA10000699,0200117,D,71,M,W,Y,N,Y,N,Y,N
CA10000700,0725008,R,23,M,W,Y,N,Y,Y,N,N
CA10000701,0250052,D,63,M,W,Y,Y,Y,Y,N,Y
CA10000702,0100267,D,45,M,H,Y,N,N,N,N,N
CA10000703,0200121,D,59,U,H,Y,N,N,Y,N,N
CA10000704,0725016,D,79,M,W,Y,N,N,N,N,N
CA10000705,0100250,D,33,M,H,Y,N,Y,N,N,N
CA10000706,0100267,R,74,F,W,Y,Y,Y,Y,N,Y
CA10000707,0100250,R,60,M,W,N,N,N,Y,Y,Y
CA10000708,0720025,N,41,M,W,Y,Y,N,N,Y,N
CA10000709,0720029,D,44,M,W,Y,N,N,N,N,N
CA10000710,0720020,D,43,M,H,Y,N,Y,Y,Y,Y
CA10000711,0725010,R,79,M,W,Y,N,N,N,N,N
CA10000712,0720021,N,76,M,W,N,Y,N,Y,N,Y
CA10000713,0725008,D,65,F,B,Y,N,N,N,N,N
CA10000714,0100267,D,67,F,W,Y,N,N,N,N,N
CA10000715,0720015,D,25,F,B,Y,N,Y,N,N,N
CA10000716,0725003,R,51,F,B,Y,Y,Y,Y,Y,Y
CA10000717,0725007,N,68,F,O,Y,N,N,Y,Y,Y
CA10000718,0720026,D,66,F,H,N,N,N,Y,N,N
CA10000719,0710052,D,44,F,W,Y,N,N,Y,Y,N
CA10000720,0725003,N,73,M,W,Y,N,N,N,N,N
CA10000721,0200029,D,41,F,W,Y,N,N,N,Y,N
CA10000722,0200117,N,33,M,W,Y,Y,N,Y,Y,N
CA10000723,0720029,D,23,M,W,Y,Y,N,Y,N,Y
CA10000724,0720019,N,65,F,W,N,Y,Y,Y,N,N
CA10000725,0725013,D,18,F,H,Y,N,Y,N,N,N
CA10000726,0725014,R,65,F,H,Y,N,N,Y,N,N
CA10000727,0725002,N,23,U,H,N,Y,Y,N,N,Y
CA10000728,0720022,D,30,F,W,Y,Y,Y,Y,N,Y
CA10000729,0725012,D,56,F,O,Y,N,N,N,N,N
CA10000730,0200142,D,29,M,O,Y,N,Y,Y,Y,Y
CA10000731,0725004,D,35,F,H,Y,N,Y,Y,N,N
CA10000732,0720013,N,66,F,H,Y,N,N,N,N,Y
CA10000733,0720029,R,32,F,W,Y,Y,N,Y,N,Y
CA10000734,0720019,N,64,F,B,Y,Y,Y,Y,Y,N
CA10000735,0725014,N,46,F,W,Y,Y,N,N,N,N
CA10000736,0725006,D,53,U,H,Y,N,Y,N,Y,N
CA10000737,0725014,D,44,F,B,Y,Y,N,Y,N,Y
CA10000738,0725014,D,38,U,W,Y,N,N,N,Y,N
CA10000739,0725006,R,68,M,W,Y,N,Y,N,N,N
CA10000740,0720020,D,79,M,W,Y,Y,Y,Y,Y,Y
CA10000741,0725016,R,66,U,W,N,N,Y,N,N,Y
CA10000742,0725003,N,73,U,H,Y,Y,Y,Y,N,N
CA10000743,0720016,D,29,F,A,Y,Y,N,Y,Y,Y
CA10000744,0725004,D,46,M,W,Y,Y,N,N,Y,Y
CA10000745,0720019,N,34,M,W,Y,N,N,N,Y,N
CA10000746,0725013,D,80,M,H,Y,N,N,N,Y,N
CA10000747,0720030,D,41,M,W,N,Y,N,N,Y,Y
CA10000748,0200117,D,82,M,B,N,N,Y,Y,Y,N
CA10000749,0710053,D,74,M,W,Y,N,N,N,N,N
CA10000750,0100267,R,22,M,W,Y,N,N,N,N,Y
CA10000751,0200048,D,50,M,H,Y,Y,N,Y,N,Y
CA10000752,0725002,D,52,U,H,Y,Y,Y,Y,Y,Y
CA10000753,0725012,N,66,M,H,Y,Y,Y,Y,Y,Y
CA10000754,0720013,D,52,M,H,Y,Y,N,Y,N,Y
CA10000755,0720025,D,57,F,H,Y,Y,Y,Y,Y,Y
CA10000756,0720012,D,67,M,H,Y,N,N,N,Y,N
CA10000757,0725005,D,37,F,W,Y,Y,N,N,Y,N
CA10000758,0720018,D,76,M,O,N,N,N,N,N,N
CA10000759,0720011,D,29,F,W,Y,Y,Y,N,N,Y
CA10000760,0725009,N,81,F,W,Y,N,N,Y,N,N
CA10000761,0720026,D,33,M,H,Y,N,N,N,N,N
CA10000762,0725014,D,23,F,B,Y,N,N,Y,Y,N
CA10000763,0200029,N,81,M,W,Y,N,Y,Y,Y,Y
CA10000764,0710053,N,45,M,H,N,N,N,N,N,N
CA10000765,0725001,D,80,M,W,Y,Y,Y,Y,N,Y
CA10000766,0720019,N,43,M,W,Y,Y,Y,Y,Y,Y
CA10000767,0720011,N,72,F,W,Y,N,Y,Y,Y,Y
CA10000768,0725007,R,32,M,W,Y,N,N,Y,Y,Y
CA10000769,0710052,D,71,F,W,Y,Y,N,N,Y,N
CA10000770,0725014,N,34,M,W,Y,Y,Y,Y,Y,Y
CA10000771,0720030,D,19,M,W,N,N,Y,Y,N,Y
CA10000772,0710051,D,49,F,W,N,N,Y,N,N,Y
CA10000773,0725002,D,37,M,W,Y,N,N,Y,Y,Y
CA10000774,0720018,D,57,F,O,Y,Y,Y,Y,Y,Y
CA10000775,0720014,D,71,M,A,Y,Y,Y,Y,Y,Y
CA10000776,0720019,R,50,F,W,Y,Y,Y,N,N,Y
CA10000777,0720015,D,85,F,W,Y,Y,Y,Y,Y,Y
CA10000778,0725003,D,42,M,W,Y,N,Y,Y,Y,Y
CA10000779,0200136,D,34,M,W,Y,N,N,N,N,N
CA10000780,0725007,D,73,M,W,Y,N,Y,N,N,Y
CA10000781,0720028,D,42,F,W,N,N,N,Y,N,Y
CA10000782,0720017,D,52,M,W,Y,N,Y,N,N,N
CA10000783,0710051,N,46,M,W,Y,Y,Y,Y,Y,N
CA10000784,0200130,N,24,F,W,Y,N,Y,N,N,N
CA10000785,0725007,D,51,F,W,N,Y,Y,N,N,Y
CA10000786,0200147,N,20,F,O,N,N,Y,N,N,N
CA10000787,0725002,D,44,F,W,Y,Y,Y,Y,Y,Y
CA10000788,0720015,R,79,M,W,Y,N,Y,Y,Y,Y
CA10000789,0200142,R,68,F,W,Y,Y,Y,Y,Y,Y
CA10000790,0725010,D,19,F,W,Y,Y,Y,Y,Y,Y
CA10000791,0200136,D,19,F,W,N,N,N,N,Y,Y
CA10000792,0720020,D,38,M,W,Y,Y,Y,Y,Y,Y
CA10000793,0200121,D,71,M,A,Y,Y,Y,Y,Y,N
CA10000794,0725007,D,32,F,O,N,N,Y,Y,Y,Y
CA10000795,0200117,D,37,M,W,Y,N,Y,N,Y,N
CA10000796,0200121,N,81,F,B,Y,N,Y,Y,N,Y
CA10000797,0720012,R,67,M,H,Y,N,Y,N,N,Y
CA10000798,0200130,R,67,M,W,N,N,N,N,Y,N
CA10000799,0720016,N,81,F,W,N,Y,Y,N,N,N
CA10000800,0710049,D,29,M,W,Y,Y,N,N,N,Y
CA10000801,0725016,D,35,M,W,Y,N,N,N,N,Y
CA10000802,0725006,D,36,M,W,N,N,N,N,Y,N
CA10000803,0100250,R,64,M,W,Y,Y,Y,Y,Y,Y
CA10000804,0720011,N,70,F,W,Y,Y,Y,Y,N,N
CA10000805,0200142,D,68,F,H,Y,N,N,N,N,N
CA10000806,0200142,N,29,F,O,Y,Y,Y,Y,Y,Y
CA10000807,0725015,D,77,F,H,Y,Y,Y,Y,Y,Y
CA10000808,0720015,D,60,M,W,Y,Y,N,N,Y,N
CA10000809,0100267,R,52,M,W,N,N,Y,Y,Y,Y
CA10000810,0725010,N,68,F,W,Y,Y,Y,N,Y,N
CA10000811,0720024,D,37,M,H,Y,N,Y,Y,N,Y
CA10000812,0725007,R,45,F,H,N,N,N,N,N,N
CA10000813,0720013,N,34,M,W,Y,N,N,N,N,N
CA10000814,0200048,R,81,M,W,Y,N,N,N,N,N
CA10000815,0200142,N,38,M,W,N,Y,N,Y,N,N
CA10000816,0720020,D,35,F,O,Y,Y,Y,Y,N,N
CA10000817,0720024,D,58,M,H,Y,Y,N,N,N,N
CA10000818,0710050,D,19,M,W,Y,N,N,Y,N,N
CA10000819,0720021,D,77,M,W,Y,N,Y,Y,Y,Y
CA10000820,0720030,N,45,F,W,Y,Y,Y,Y,Y,Y
CA10000821,0720030,D,66,M,H,Y,N,N,N,Y,N
CA10000822,0710051,D,40,M,W,Y,Y,N,N,N,N
CA10000823,0725015,D,29,F,W,N,N,N,N,N,N
CA10000824,0725006,N,63,F,W,Y,N,N,N,N,N
CA10000825,0725004,D,58,M,A,Y,N,N,N,N,N
CA10000826,0720020,D,34,F,H,Y,Y,N,Y,N,N
CA10000827,0250052,N,44,U,O,N,Y,N,Y,N,N
CA10000828,0725006,N,76,M,W,Y,N,N,N,N,N
CA10000829,0720027,D,38,F,W,N,N,N,N,N,N
CA10000830,0200117,D,31,M,W,Y,Y,N,N,N,N
CA10000831,0725013,D,55,F,W,N,N,Y,N,N,N
CA10000832,0720021,N,68,M,W,Y,Y,N,Y,Y,Y
CA10000833,0710050,D,71,M,W,Y,N,N,N,N,N
CA10000834,0720019,R,68,M,H,Y,N,N,Y,N,N
CA10000835,0720012,D,38,M,W,Y,N,N,N,N,N
CA10000836,0720027,R,59,M,W,Y,N,N,Y,N,N
